INSERT INTO public.car_info (brand, model, body_style, engine_capacity, engine_power, gear_box, fuel, color, price_per_day) VALUES
('Isuzu', 'i-370 Extended Cab', 'Pickup', 2.6, 169, 'automatická', 'diesel', 'modrá', 108),
('Isuzu', 'i-370 Extended Cab', 'Pickup', 3.3, 275, 'manuálna', 'diesel', 'zelená', 55),
('Isuzu', 'i-370 Crew Cab', 'Pickup', 2.5, 159, 'manuálna', 'diesel', 'tmavomodrá', 67),
('Isuzu', 'i-370 Crew Cab', 'Pickup', 2.5, 168, 'automatická', 'LPG', 'èierna', 62),
('Isuzu', 'i-370 Crew Cab', 'Pickup', 3.1, 263, 'manuálna', 'LPG', 'tyrkysová', 73),
('Isuzu', 'i-370 Crew Cab', 'Pickup', 2.1, 139, 'automatická', 'LPG', 'žltá', 21),
('Isuzu', 'i-370 Crew Cab', 'Pickup', 3.4, 182, 'automatická', 'benzín', 'bordová', 27),
('Isuzu', 'i-350 Crew Cab', 'Pickup', 3.3, 120, 'automatická', 'benzín', 'bordová', 34),
('Isuzu', 'i-350 Crew Cab', 'Pickup', 2.1, 130, 'manuálna', 'LPG', 'tmavomodrá', 94),
('Isuzu', 'i-350 Crew Cab', 'Pickup', 3, 217, 'automatická', 'LPG', 'karbónová', 40),
('Isuzu', 'i-350 Crew Cab', 'Pickup', 3.1, 123, 'manuálna', 'benzín', 'èierna', 34),
('Isuzu', 'i-350 Crew Cab', 'Pickup', 2.8, 107, 'manuálna', 'LPG', 'karbónová', 37),
('Isuzu', 'i-290 Extended Cab', 'Pickup', 3.4, 275, 'manuálna', 'benzín', 'žltá', 50),
('Isuzu', 'i-290 Extended Cab', 'Pickup', 3.2, 250, 'manuálna', 'diesel', 'biela', 95),
('Isuzu', 'i-290 Extended Cab', 'Pickup', 2.9, 194, 'automatická', 'LPG', 'biela', 28),
('Isuzu', 'i-290 Extended Cab', 'Pickup', 2.9, 274, 'manuálna', 'LPG', 'modrá', 53),
('Isuzu', 'i-290 Extended Cab', 'Pickup', 3.2, 246, 'manuálna', 'diesel', 'èervená', 49),
('Isuzu', 'i-280 Extended Cab', 'Pickup', 2.5, 185, 'automatická', 'diesel', 'biela', 65),
('Isuzu', 'i-280 Extended Cab', 'Pickup', 2.4, 280, 'automatická', 'LPG', 'sivá', 76),
('Isuzu', 'i-280 Extended Cab', 'Pickup', 3, 89, 'manuálna', 'LPG', 'hnedá', 48),
('Isuzu', 'i-280 Extended Cab', 'Pickup', 3.2, 179, 'manuálna', 'diesel', 'biela', 86),
('Isuzu', 'i-280 Extended Cab', 'Pickup', 2.7, 231, 'automatická', 'diesel', 'žltá', 95),
('Isuzu', 'Hombre Spacecab', 'Pickup', 3.6, 99, 'automatická', 'benzín', 'èierna', 103),
('Isuzu', 'Hombre Spacecab', 'Pickup', 2.3, 108, 'automatická', 'LPG', 'tmavomodrá', 76),
('Isuzu', 'Hombre Spacecab', 'Pickup', 3.4, 221, 'automatická', 'diesel', 'oranžová', 39),
('Isuzu', 'Hombre Spacecab', 'Pickup', 3, 83, 'automatická', 'LPG', 'bordová', 45),
('Isuzu', 'Hombre Spacecab', 'Pickup', 2, 237, 'manuálna', 'diesel', 'modrá', 85),
('Isuzu', 'Hombre Regular Cab', 'Pickup', 3.4, 273, 'manuálna', 'LPG', 'zlatá', 32),
('Isuzu', 'Hombre Regular Cab', 'Pickup', 2.6, 127, 'manuálna', 'LPG', 'tyrkysová', 85),
('Isuzu', 'Hombre Regular Cab', 'Pickup', 2.9, 215, 'automatická', 'diesel', 'tyrkysová', 62),
('Isuzu', 'Hombre Regular Cab', 'Pickup', 3.6, 171, 'manuálna', 'benzín', 'biela', 120),
('Isuzu', 'Hombre Regular Cab', 'Pickup', 3.5, 171, 'manuálna', 'benzín', 'oranžová', 44),
('Isuzu', 'Axiom', 'SUV', 2.4, 252, 'automatická', 'LPG', 'biela', 34),
('Isuzu', 'Axiom', 'SUV', 2.2, 153, 'manuálna', 'benzín', 'zelená', 55),
('Isuzu', 'Axiom', 'SUV', 2.1, 149, 'manuálna', 'LPG', 'tyrkysová', 104),
('Isuzu', 'Axiom', 'SUV', 2.4, 228, 'automatická', 'benzín', 'èervená', 39),
('Isuzu', 'Axiom', 'SUV', 3.6, 193, 'automatická', 'diesel', 'hnedá', 48),
('Isuzu', 'Ascender', 'SUV', 2.7, 260, 'automatická', 'LPG', 'sivá', 44),
('Isuzu', 'Ascender', 'SUV', 2.9, 166, 'automatická', 'benzín', 'èervená', 38),
('Isuzu', 'Ascender', 'SUV', 2.5, 213, 'automatická', 'LPG', 'zelená', 21),
('Isuzu', 'Ascender', 'SUV', 3.3, 197, 'automatická', 'benzín', 'zlatá', 83),
('Isuzu', 'Ascender', 'SUV', 3.6, 263, 'manuálna', 'benzín', 'biela', 68),
('Isuzu', 'Amigo', 'SUV', 2.4, 254, 'automatická', 'diesel', 'zelená', 21),
('Isuzu', 'Amigo', 'SUV', 3.4, 210, 'automatická', 'benzín', 'tmavomodrá', 21),
('Isuzu', 'Amigo', 'SUV', 3, 174, 'manuálna', 'LPG', 'zlatá', 111),
('Isuzu', 'Amigo', 'SUV', 3.3, 151, 'manuálna', 'LPG', 'zelená', 63),
('Isuzu', 'Amigo', 'SUV', 3.2, 161, 'automatická', 'benzín', 'bronzová', 57),
('INFINITI', 'QX80', 'SUV', 2.5, 95, 'manuálna', 'benzín', 'karbónová', 58),
('INFINITI', 'QX80', 'SUV', 2.2, 87, 'manuálna', 'LPG', 'tmavomodrá', 23),
('INFINITI', 'QX80', 'SUV', 3.4, 195, 'manuálna', 'LPG', 'èervená', 93),
('INFINITI', 'QX80', 'SUV', 3.3, 103, 'automatická', 'LPG', 'biela', 53),
('INFINITI', 'QX80', 'SUV', 2.1, 195, 'automatická', 'LPG', 'strieborná', 94),
('INFINITI', 'QX70', 'SUV', 2.8, 190, 'manuálna', 'diesel', 'karbónová', 105),
('INFINITI', 'QX70', 'SUV', 2.1, 158, 'automatická', 'diesel', 'biela', 54),
('INFINITI', 'QX70', 'SUV', 3.2, 179, 'manuálna', 'LPG', 'bordová', 70),
('INFINITI', 'QX70', 'SUV', 2.7, 215, 'manuálna', 'diesel', 'zelená', 82),
('INFINITI', 'QX70', 'SUV', 3.4, 160, 'automatická', 'LPG', 'tmavomodrá', 91),
('INFINITI', 'QX60', 'SUV', 2.7, 175, 'manuálna', 'LPG', 'bronzová', 118),
('INFINITI', 'QX60', 'SUV', 2.4, 266, 'manuálna', 'benzín', 'zelená', 55),
('INFINITI', 'QX60', 'SUV', 3.4, 202, 'automatická', 'LPG', 'modrá', 61),
('INFINITI', 'QX60', 'SUV', 2, 143, 'automatická', 'benzín', 'žltá', 119),
('INFINITI', 'QX60', 'SUV', 3.6, 91, 'automatická', 'diesel', 'biela', 43),
('INFINITI', 'QX50', 'SUV', 2.7, 174, 'automatická', 'benzín', 'bordová', 91),
('INFINITI', 'QX50', 'SUV', 2, 149, 'automatická', 'LPG', 'modrá', 88),
('INFINITI', 'QX50', 'SUV', 2.4, 235, 'manuálna', 'benzín', 'zlatá', 30),
('INFINITI', 'QX50', 'SUV', 2.6, 181, 'manuálna', 'benzín', 'èervená', 65),
('INFINITI', 'QX50', 'SUV', 3.4, 205, 'manuálna', 'LPG', 'bronzová', 56),
('INFINITI', 'QX30', 'SUV', 2.6, 162, 'automatická', 'diesel', 'bronzová', 118),
('INFINITI', 'QX30', 'SUV', 3.5, 268, 'automatická', 'diesel', 'modrá', 55),
('INFINITI', 'QX30', 'SUV', 2.7, 84, 'manuálna', 'LPG', 'oranžová', 106),
('INFINITI', 'QX30', 'SUV', 2.1, 141, 'automatická', 'LPG', 'oranžová', 44),
('INFINITI', 'QX30', 'SUV', 3.4, 199, 'automatická', 'LPG', 'karbónová', 83),
('INFINITI', 'QX', 'SUV', 2.9, 154, 'automatická', 'diesel', 'modrá', 84),
('INFINITI', 'QX', 'SUV', 3.1, 192, 'manuálna', 'LPG', 'zelená', 79),
('INFINITI', 'QX', 'SUV', 3.4, 179, 'manuálna', 'benzín', 'karbónová', 89),
('INFINITI', 'QX', 'SUV', 3.6, 246, 'automatická', 'diesel', 'karbónová', 67),
('INFINITI', 'QX', 'SUV', 2.5, 135, 'manuálna', 'diesel', 'tmavomodrá', 102),
('INFINITI', 'Q70', 'Sedan', 3.4, 126, 'manuálna', 'benzín', 'modrá', 47),
('INFINITI', 'Q70', 'Sedan', 2.1, 198, 'manuálna', 'diesel', 'oranžová', 101),
('INFINITI', 'Q70', 'Sedan', 2.8, 93, 'manuálna', 'benzín', 'zlatá', 21),
('INFINITI', 'Q70', 'Sedan', 2.9, 137, 'automatická', 'benzín', 'strieborná', 110),
('INFINITI', 'Q70', 'Sedan', 3.3, 215, 'automatická', 'diesel', 'zlatá', 106),
('INFINITI', 'Q60', 'Coupe', 2.9, 276, 'automatická', 'diesel', 'strieborná', 88),
('INFINITI', 'Q60', 'Coupe', 2.4, 260, 'manuálna', 'diesel', 'oranžová', 59),
('INFINITI', 'Q60', 'Coupe', 2.2, 124, 'manuálna', 'LPG', 'oranžová', 102),
('INFINITI', 'Q60', 'Coupe', 2.6, 132, 'manuálna', 'benzín', 'zelená', 44),
('INFINITI', 'Q60', 'Coupe', 3.6, 182, 'manuálna', 'diesel', 'bronzová', 113),
('INFINITI', 'Q50', 'Sedan', 3, 203, 'manuálna', 'diesel', 'èervená', 25),
('INFINITI', 'Q50', 'Sedan', 3.1, 200, 'automatická', 'benzín', 'tmavomodrá', 20),
('INFINITI', 'Q50', 'Sedan', 3.2, 110, 'automatická', 'diesel', 'žltá', 120),
('INFINITI', 'Q50', 'Sedan', 3.5, 248, 'manuálna', 'LPG', 'strieborná', 85),
('INFINITI', 'Q50', 'Sedan', 3, 264, 'automatická', 'LPG', 'modrá', 66),
('INFINITI', 'Q40', 'Sedan', 3.3, 158, 'manuálna', 'benzín', 'tmavomodrá', 40),
('INFINITI', 'Q40', 'Sedan', 2.3, 242, 'automatická', 'LPG', 'bordová', 73),
('INFINITI', 'Q40', 'Sedan', 3.1, 171, 'manuálna', 'diesel', 'bronzová', 81),
('INFINITI', 'Q40', 'Sedan', 3.5, 190, 'automatická', 'diesel', 'tmavomodrá', 58),
('INFINITI', 'Q40', 'Sedan', 2.7, 150, 'manuálna', 'diesel', 'sivá', 23),
('INFINITI', 'Q', 'Sedan', 3.4, 165, 'manuálna', 'diesel', 'žltá', 99),
('INFINITI', 'Q', 'Sedan', 2.1, 107, 'manuálna', 'benzín', 'èervená', 35),
('INFINITI', 'Q', 'Sedan', 3.6, 236, 'automatická', 'diesel', 'bordová', 75),
('INFINITI', 'Q', 'Sedan', 3.2, 193, 'automatická', 'diesel', 'biela', 44),
('INFINITI', 'Q', 'Sedan', 2.1, 192, 'manuálna', 'benzín', 'tmavomodrá', 31),
('INFINITI', 'M', 'Coupe', 2.1, 170, 'manuálna', 'LPG', 'tmavomodrá', 78),
('INFINITI', 'M', 'Coupe', 2.1, 250, 'manuálna', 'diesel', 'strieborná', 54),
('INFINITI', 'M', 'Coupe', 3.3, 243, 'automatická', 'diesel', 'èervená', 87),
('INFINITI', 'M', 'Coupe', 3.6, 130, 'manuálna', 'benzín', 'èierna', 103),
('INFINITI', 'M', 'Coupe', 2.4, 222, 'manuálna', 'LPG', 'zelená', 34),
('INFINITI', 'JX', 'SUV', 2.6, 155, 'automatická', 'benzín', 'zelená', 92),
('INFINITI', 'JX', 'SUV', 3.3, 119, 'automatická', 'LPG', 'èierna', 79),
('INFINITI', 'JX', 'SUV', 3.2, 234, 'manuálna', 'LPG', 'hnedá', 46),
('INFINITI', 'JX', 'SUV', 3.2, 108, 'manuálna', 'diesel', 'žltá', 46),
('INFINITI', 'JX', 'SUV', 2.4, 277, 'manuálna', 'LPG', 'tyrkysová', 21),
('INFINITI', 'J', 'Sedan', 2, 156, 'manuálna', 'diesel', 'oranžová', 103),
('INFINITI', 'J', 'Sedan', 2.5, 123, 'automatická', 'LPG', 'žltá', 55),
('INFINITI', 'J', 'Sedan', 2.1, 210, 'manuálna', 'benzín', 'karbónová', 33),
('INFINITI', 'J', 'Sedan', 3, 212, 'manuálna', 'LPG', 'bordová', 117),
('INFINITI', 'J', 'Sedan', 2.2, 225, 'manuálna', 'benzín', 'hnedá', 100),
('INFINITI', 'I', 'Sedan', 2.5, 173, 'manuálna', 'benzín', 'èierna', 44),
('INFINITI', 'I', 'Sedan', 2, 231, 'automatická', 'LPG', 'zlatá', 66),
('INFINITI', 'I', 'Sedan', 2.5, 229, 'automatická', 'diesel', 'tyrkysová', 47),
('INFINITI', 'I', 'Sedan', 3.2, 261, 'manuálna', 'LPG', 'modrá', 117),
('INFINITI', 'I', 'Sedan', 3.3, 273, 'automatická', 'diesel', 'tmavomodrá', 93),
('INFINITI', 'G', 'Sedan', 2.5, 141, 'automatická', 'diesel', 'èervená', 48),
('INFINITI', 'G', 'Sedan', 2.3, 149, 'manuálna', 'LPG', 'hnedá', 23),
('INFINITI', 'G', 'Sedan', 2.1, 214, 'manuálna', 'diesel', 'zlatá', 53),
('INFINITI', 'G', 'Sedan', 2.6, 173, 'manuálna', 'LPG', 'sivá', 119),
('INFINITI', 'G', 'Sedan', 2.2, 129, 'automatická', 'diesel', 'modrá', 120),
('INFINITI', 'FX', 'SUV', 2.4, 211, 'manuálna', 'diesel', 'èierna', 90),
('INFINITI', 'FX', 'SUV', 2, 160, 'manuálna', 'diesel', 'tmavomodrá', 58),
('INFINITI', 'FX', 'SUV', 2.8, 180, 'automatická', 'LPG', 'zelená', 89),
('INFINITI', 'FX', 'SUV', 2.6, 109, 'automatická', 'benzín', 'bordová', 47),
('INFINITI', 'FX', 'SUV', 2.4, 96, 'automatická', 'LPG', 'biela', 59),
('INFINITI', 'EX', 'SUV', 2.4, 200, 'automatická', 'benzín', 'žltá', 116),
('INFINITI', 'EX', 'SUV', 2.1, 134, 'automatická', 'benzín', 'žltá', 56),
('INFINITI', 'EX', 'SUV', 3, 139, 'automatická', 'benzín', 'tyrkysová', 101),
('INFINITI', 'EX', 'SUV', 3.6, 115, 'manuálna', 'diesel', 'biela', 25),
('INFINITI', 'EX', 'SUV', 2.8, 138, 'manuálna', 'benzín', 'biela', 73),
('Chrysler', 'Voyager', 'Van/Minivan', 2.7, 181, 'manuálna', 'LPG', 'biela', 87),
('Chrysler', 'Voyager', 'Van/Minivan', 2.6, 116, 'manuálna', 'LPG', 'hnedá', 78),
('Chrysler', 'Voyager', 'Van/Minivan', 3.6, 245, 'automatická', 'diesel', 'zelená', 93),
('Chrysler', 'Voyager', 'Van/Minivan', 2.9, 178, 'manuálna', 'benzín', 'karbónová', 25),
('Chrysler', 'Voyager', 'Van/Minivan', 2.9, 240, 'manuálna', 'benzín', 'zelená', 52),
('Chrysler', 'Town & Country', 'Van/Minivan', 3.2, 201, 'manuálna', 'benzín', 'zlatá', 90),
('Chrysler', 'Town & Country', 'Van/Minivan', 2.4, 105, 'automatická', 'benzín', 'biela', 42),
('Chrysler', 'Town & Country', 'Van/Minivan', 3.5, 152, 'automatická', 'LPG', 'strieborná', 82),
('Chrysler', 'Town & Country', 'Van/Minivan', 3, 241, 'manuálna', 'diesel', 'sivá', 82),
('Chrysler', 'Town & Country', 'Van/Minivan', 2.5, 118, 'automatická', 'diesel', 'bronzová', 100),
('Chrysler', 'Sebring', 'Coupe', 2.9, 110, 'manuálna', 'LPG', 'hnedá', 106),
('Chrysler', 'Sebring', 'Coupe', 3.2, 154, 'automatická', 'benzín', 'biela', 118),
('Chrysler', 'Sebring', 'Coupe', 2.4, 131, 'manuálna', 'benzín', 'èierna', 47),
('Chrysler', 'Sebring', 'Coupe', 3.2, 172, 'automatická', 'diesel', 'oranžová', 115),
('Chrysler', 'Sebring', 'Coupe', 3, 260, 'automatická', 'diesel', 'bronzová', 93),
('Chrysler', 'PT Cruiser', 'Kombi', 2.4, 244, 'manuálna', 'diesel', 'biela', 46),
('Chrysler', 'PT Cruiser', 'Kombi', 2.3, 237, 'manuálna', 'benzín', 'èierna', 70),
('Chrysler', 'PT Cruiser', 'Kombi', 3.4, 218, 'automatická', 'LPG', 'zlatá', 24),
('Chrysler', 'PT Cruiser', 'Kombi', 2.8, 183, 'manuálna', 'LPG', 'èierna', 30),
('Chrysler', 'PT Cruiser', 'Kombi', 2.2, 156, 'automatická', 'benzín', 'èervená', 50),
('Chrysler', 'Prowler', 'Kabrio', 2.8, 244, 'manuálna', 'LPG', 'tmavomodrá', 43),
('Chrysler', 'Prowler', 'Kabrio', 2.4, 122, 'manuálna', 'LPG', 'tmavomodrá', 43),
('Chrysler', 'Prowler', 'Kabrio', 3, 155, 'automatická', 'LPG', 'èervená', 63),
('Chrysler', 'Prowler', 'Kabrio', 3.2, 183, 'manuálna', 'diesel', 'hnedá', 27),
('Chrysler', 'Prowler', 'Kabrio', 2.2, 169, 'automatická', 'diesel', 'strieborná', 45),
('Chrysler', 'Pacifica Hybrid', 'Van/Minivan', 2.8, 259, 'manuálna', 'benzín', 'strieborná', 100),
('Chrysler', 'Pacifica Hybrid', 'Van/Minivan', 3.6, 173, 'automatická', 'diesel', 'sivá', 42),
('Chrysler', 'Pacifica Hybrid', 'Van/Minivan', 2.7, 105, 'automatická', 'benzín', 'tmavomodrá', 113),
('Chrysler', 'Pacifica Hybrid', 'Van/Minivan', 2.6, 134, 'manuálna', 'benzín', 'tmavomodrá', 94),
('Chrysler', 'Pacifica Hybrid', 'Van/Minivan', 3.1, 211, 'manuálna', 'LPG', 'tyrkysová', 56),
('Chrysler', 'Pacifica', 'Kombi', 2.1, 227, 'manuálna', 'benzín', 'modrá', 92),
('Chrysler', 'Pacifica', 'Kombi', 2.2, 113, 'manuálna', 'LPG', 'zelená', 31),
('Chrysler', 'Pacifica', 'Kombi', 2, 236, 'automatická', 'diesel', 'biela', 64),
('Chrysler', 'Pacifica', 'Kombi', 3.2, 250, 'manuálna', 'benzín', 'hnedá', 107),
('Chrysler', 'Pacifica', 'Kombi', 2.9, 118, 'automatická', 'LPG', 'èervená', 94),
('Chrysler', 'New Yorker', 'Sedan', 3.3, 176, 'manuálna', 'benzín', 'zelená', 61),
('Chrysler', 'New Yorker', 'Sedan', 3.1, 177, 'automatická', 'diesel', 'bordová', 67),
('Chrysler', 'New Yorker', 'Sedan', 2.1, 136, 'manuálna', 'benzín', 'biela', 33),
('Chrysler', 'New Yorker', 'Sedan', 3.1, 202, 'manuálna', 'LPG', 'hnedá', 117),
('Chrysler', 'New Yorker', 'Sedan', 3.1, 107, 'manuálna', 'LPG', 'biela', 75),
('Chrysler', 'LHS', 'Sedan', 3.5, 81, 'manuálna', 'benzín', 'žltá', 89),
('Chrysler', 'LHS', 'Sedan', 2.1, 204, 'manuálna', 'LPG', 'èervená', 82),
('Chrysler', 'LHS', 'Sedan', 2.2, 160, 'automatická', 'benzín', 'zlatá', 38),
('Chrysler', 'LHS', 'Sedan', 3.1, 188, 'automatická', 'benzín', 'žltá', 100),
('Chrysler', 'LHS', 'Sedan', 2.7, 126, 'automatická', 'benzín', 'bordová', 106),
('Chrysler', 'LeBaron', 'Sedan', 2.4, 243, 'manuálna', 'diesel', 'modrá', 67),
('Chrysler', 'LeBaron', 'Sedan', 2.7, 81, 'automatická', 'benzín', 'bronzová', 46),
('Chrysler', 'LeBaron', 'Sedan', 3, 182, 'automatická', 'LPG', 'bronzová', 95),
('Chrysler', 'LeBaron', 'Sedan', 3, 222, 'manuálna', 'LPG', 'zelená', 41),
('Chrysler', 'LeBaron', 'Sedan', 2.6, 264, 'automatická', 'diesel', 'sivá', 58),
('Chrysler', 'Imperial', 'Sedan', 3.2, 155, 'automatická', 'diesel', 'karbónová', 83),
('Chrysler', 'Imperial', 'Sedan', 3.2, 105, 'manuálna', 'diesel', 'strieborná', 48),
('Chrysler', 'Imperial', 'Sedan', 3.3, 80, 'automatická', 'LPG', 'èierna', 92),
('Chrysler', 'Imperial', 'Sedan', 3, 86, 'manuálna', 'diesel', 'tyrkysová', 42),
('Chrysler', 'Imperial', 'Sedan', 3.3, 161, 'automatická', 'benzín', 'zlatá', 71),
('Chrysler', 'Grand Voyager', 'Van/Minivan', 2.6, 231, 'manuálna', 'benzín', 'biela', 72),
('Chrysler', 'Grand Voyager', 'Van/Minivan', 2.7, 118, 'manuálna', 'diesel', 'èierna', 22),
('Chrysler', 'Grand Voyager', 'Van/Minivan', 3.6, 139, 'automatická', 'benzín', 'zelená', 100),
('Chrysler', 'Grand Voyager', 'Van/Minivan', 2.6, 233, 'manuálna', 'LPG', 'strieborná', 78),
('Chrysler', 'Grand Voyager', 'Van/Minivan', 2.6, 179, 'automatická', 'benzín', 'bordová', 108),
('Chrysler', 'Fifth Ave', 'Sedan', 3.6, 241, 'manuálna', 'LPG', 'bordová', 55),
('Chrysler', 'Fifth Ave', 'Sedan', 3.4, 203, 'manuálna', 'benzín', 'zlatá', 91),
('Chrysler', 'Fifth Ave', 'Sedan', 2.4, 205, 'automatická', 'LPG', 'bronzová', 85),
('Chrysler', 'Fifth Ave', 'Sedan', 2.9, 94, 'manuálna', 'diesel', 'modrá', 97),
('Chrysler', 'Fifth Ave', 'Sedan', 3.5, 194, 'manuálna', 'benzín', 'sivá', 56),
('Chrysler', 'Crossfire', 'Coupe', 2.4, 222, 'manuálna', 'LPG', 'žltá', 66),
('Chrysler', 'Crossfire', 'Coupe', 3.5, 215, 'automatická', 'diesel', 'bordová', 54),
('Chrysler', 'Crossfire', 'Coupe', 2.3, 230, 'manuálna', 'diesel', 'hnedá', 95),
('Chrysler', 'Crossfire', 'Coupe', 2.5, 83, 'manuálna', 'diesel', 'strieborná', 70),
('Chrysler', 'Crossfire', 'Coupe', 2.4, 248, 'manuálna', 'benzín', 'karbónová', 46),
('Chrysler', 'Concorde', 'Sedan', 2.5, 186, 'manuálna', 'benzín', 'hnedá', 43),
('Chrysler', 'Concorde', 'Sedan', 2.5, 214, 'automatická', 'benzín', 'èierna', 115),
('Chrysler', 'Concorde', 'Sedan', 3.1, 112, 'manuálna', 'LPG', 'tmavomodrá', 79),
('Chrysler', 'Concorde', 'Sedan', 2.7, 153, 'automatická', 'LPG', 'bordová', 97),
('Chrysler', 'Concorde', 'Sedan', 2.5, 145, 'automatická', 'diesel', 'bordová', 38),
('Chrysler', 'Cirrus', 'Sedan', 3.3, 190, 'manuálna', 'diesel', 'èervená', 83),
('Chrysler', 'Cirrus', 'Sedan', 3.4, 142, 'manuálna', 'benzín', 'zlatá', 35),
('Chrysler', 'Cirrus', 'Sedan', 3, 115, 'manuálna', 'benzín', 'žltá', 81),
('Chrysler', 'Cirrus', 'Sedan', 3.2, 84, 'manuálna', 'diesel', 'karbónová', 66),
('Chrysler', 'Cirrus', 'Sedan', 3.1, 207, 'manuálna', 'benzín', 'strieborná', 67),
('Chrysler', 'Aspen', 'SUV', 2.1, 223, 'automatická', 'diesel', 'modrá', 102),
('Chrysler', 'Aspen', 'SUV', 2.4, 187, 'manuálna', 'diesel', 'tyrkysová', 89),
('Chrysler', 'Aspen', 'SUV', 3.1, 250, 'manuálna', 'LPG', 'zelená', 104),
('Chrysler', 'Aspen', 'SUV', 2.9, 116, 'manuálna', 'benzín', 'modrá', 27),
('Chrysler', 'Aspen', 'SUV', 2.2, 145, 'automatická', 'diesel', 'tmavomodrá', 83),
('Chrysler', '300M', 'Sedan', 2.9, 143, 'automatická', 'LPG', 'modrá', 99),
('Chrysler', '300M', 'Sedan', 2.4, 274, 'manuálna', 'benzín', 'bordová', 73),
('Chrysler', '300M', 'Sedan', 3.3, 153, 'automatická', 'diesel', 'strieborná', 46),
('Chrysler', '300M', 'Sedan', 2.3, 218, 'automatická', 'diesel', 'oranžová', 108),
('Chrysler', '300M', 'Sedan', 2.1, 241, 'manuálna', 'benzín', 'èierna', 96),
('Chrysler', '300', 'Sedan', 2.9, 96, 'automatická', 'benzín', 'tmavomodrá', 96),
('Chrysler', '300', 'Sedan', 2.9, 211, 'automatická', 'benzín', 'hnedá', 58),
('Chrysler', '300', 'Sedan', 2.7, 264, 'manuálna', 'LPG', 'zlatá', 60),
('Chrysler', '300', 'Sedan', 3.1, 96, 'automatická', 'benzín', 'zelená', 23),
('Chrysler', '300', 'Sedan', 2.4, 228, 'automatická', 'benzín', 'oranžová', 120),
('Chrysler', '200', 'Kabrio', 2.4, 235, 'automatická', 'benzín', 'hnedá', 79),
('Chrysler', '200', 'Kabrio', 2.1, 163, 'manuálna', 'diesel', 'zlatá', 71),
('Chrysler', '200', 'Kabrio', 2.7, 248, 'automatická', 'diesel', 'modrá', 25),
('Chrysler', '200', 'Kabrio', 2.8, 198, 'manuálna', 'diesel', 'èierna', 50),
('Chrysler', '200', 'Kabrio', 2.7, 273, 'manuálna', 'diesel', 'zelená', 63),
('Chevrolet', 'Volt', 'Sedan', 2.6, 215, 'automatická', 'benzín', 'èierna', 45),
('Chevrolet', 'Volt', 'Sedan', 3.2, 160, 'manuálna', 'diesel', 'èierna', 67),
('Chevrolet', 'Volt', 'Sedan', 2.5, 145, 'automatická', 'diesel', 'karbónová', 81),
('Chevrolet', 'Volt', 'Sedan', 3.5, 202, 'manuálna', 'LPG', 'tyrkysová', 90),
('Chevrolet', 'Volt', 'Sedan', 2.8, 136, 'manuálna', 'LPG', 'žltá', 21),
('Chevrolet', 'Venture Passenger', 'Van/Minivan', 2, 172, 'manuálna', 'diesel', 'zlatá', 110),
('Chevrolet', 'Venture Passenger', 'Van/Minivan', 2.6, 108, 'manuálna', 'diesel', 'tyrkysová', 28),
('Chevrolet', 'Venture Passenger', 'Van/Minivan', 3.2, 95, 'automatická', 'benzín', 'zelená', 98),
('Chevrolet', 'Venture Passenger', 'Van/Minivan', 2.4, 118, 'automatická', 'LPG', 'bronzová', 48),
('Chevrolet', 'Venture Passenger', 'Van/Minivan', 3.3, 280, 'manuálna', 'benzín', 'karbónová', 67),
('Chevrolet', 'Venture Cargo', 'Van/Minivan', 2.4, 198, 'automatická', 'LPG', 'karbónová', 48),
('Chevrolet', 'Venture Cargo', 'Van/Minivan', 3, 215, 'automatická', 'diesel', 'èierna', 111),
('Chevrolet', 'Venture Cargo', 'Van/Minivan', 3.6, 255, 'automatická', 'benzín', 'tyrkysová', 58),
('Chevrolet', 'Venture Cargo', 'Van/Minivan', 2.9, 226, 'automatická', 'LPG', 'hnedá', 78),
('Chevrolet', 'Venture Cargo', 'Van/Minivan', 3, 105, 'automatická', 'benzín', 'zelená', 25),
('Chevrolet', 'Uplander Passenger', 'Van/Minivan', 2.8, 157, 'manuálna', 'benzín', 'èierna', 71),
('Chevrolet', 'Uplander Passenger', 'Van/Minivan', 3.2, 119, 'manuálna', 'LPG', 'èervená', 55),
('Chevrolet', 'Uplander Passenger', 'Van/Minivan', 3.3, 214, 'automatická', 'LPG', 'hnedá', 44),
('Chevrolet', 'Uplander Passenger', 'Van/Minivan', 3.3, 166, 'manuálna', 'LPG', 'tyrkysová', 113),
('Chevrolet', 'Uplander Passenger', 'Van/Minivan', 2.3, 245, 'manuálna', 'benzín', 'modrá', 111),
('Chevrolet', 'Uplander Cargo', 'Van/Minivan', 2.5, 232, 'manuálna', 'benzín', 'tmavomodrá', 48),
('Chevrolet', 'Uplander Cargo', 'Van/Minivan', 2.1, 98, 'automatická', 'LPG', 'bordová', 82),
('Chevrolet', 'Uplander Cargo', 'Van/Minivan', 3.4, 205, 'manuálna', 'LPG', 'žltá', 68),
('Chevrolet', 'Uplander Cargo', 'Van/Minivan', 2.7, 223, 'manuálna', 'LPG', 'èierna', 32),
('Chevrolet', 'Uplander Cargo', 'Van/Minivan', 2.3, 186, 'automatická', 'LPG', 'biela', 33),
('Chevrolet', 'Trax', 'SUV', 3, 279, 'automatická', 'LPG', 'tmavomodrá', 23),
